,ISIN,Ticker,Company,Sector,Industry,Business Activity,Country,Market Cap,Size,1M(%),3M(%),6M(%),YTD(%),Date,Asset Turnover,Current Ratio,Debt/Assets,Debt/Equity,Dividend Coverage Ratio,Dividend Payout Ratio,EBITDA Margin,EBITDA Y/Y,EPS Y/Y,EV/EBITDA,EV/FCF,EV/Revenue,Earnings Retention Rate,FCF Yield,Gross Profit Margin,Interest Coverage Ratio,Net Profit Margin,Operating Profit Y/Y,PE,PEG,Price/Book,Price/Sales,Quick Ratio,ROA,ROE,ROIC,Reinvestment Rate,Revenue Y/Y,Working Capital/Assets
56,US88339J1051,TTD,Trade Desk Inc,Technology,Software & IT Services,Online Services (NEC),United States of America,35974000000.0,Large Cap >10B,-6.619610138,23.95061329,79.03655572,-4.370786517,2019-12-31,-0.18473013990263884,1.55768,0.0,0.0,,0.0,20.24906,0.123,0.177,,,17.3509984004127,1.0,0.157830200805784,76.37424,,16.38555,0.045,114.653673348692,6.47097492237913,,,,7.61025393860044,21.5112145560847,21.5112145560847,21.5112145560847,0.385,0.30013
57,US00851L1035,API,Agora Inc,Technology,Software & IT Services,Software (NEC),China,5605190988.0,Mid Cap 2-10B,45.36798765,34.27620632,35.56515479,42.79575329,2019-12-31,-0.12844293877188534,,,,,,-6.55176,,0.561,,,,,,68.30998,,-9.58802,,,,,,,-4.78005468948151,,,,0.476,
58,US47215P1066,JD,JD.Com Inc,Consumer Cyclicals,Diversified Retail,Internet & Mail Order Department Stores,China,139600000000.0,Large Cap >10B,2.960297191,6.803949904,41.69995207,0.8987485779,2019-12-31,,0.99341,3.87018,11.87314,,0.0,1.89607,2.534,-5.545,29.7910089107639,15.4410076952738,0.564859235834476,1.0,5.79946092307187,14.63387,7.04841,2.06107,-2.884,69.1239491795794,0.051916899377108,,0.630778625230676,0.57966,5.07160676926815,17.2059845985661,12.6916540372422,17.2059845985661,0.196,-0.00355
59,US4435731009,HUBS,HubSpot Inc,Technology,Software & IT Services,Enterprise Software,United States of America,17079000000.0,Large Cap >10B,-5.40574885,24.723544,60.23764422,-6.114418323,2019-12-31,-0.02429672692111667,3.44112,21.70388,52.40216,,,-2.46925,-0.327,-0.228,,94.6809112042624,9.13713022552826,,0.977741580139507,80.74297,-2.0274,-7.96402,-0.037,,,10.4750864772912,9.8701397326853,,-4.47283042217091,-12.0156628835937,,-12.0156628835937,0.316,0.50166
60,US0378331005,AAPL,Apple Inc,Technology,"Computers, Phones & Household Electronics",Phones & Smart Phones,United States of America,2215400000000.0,Large Cap >10B,-2.157633276,14.62705497,39.34322754,-0.5501544954,2020-09-26,0.4168433271603554,1.3636,34.91855,173.09264,407.545964364308,24.5371096131403,28.17478,0.011,0.102,25.1141231650807,32.7647719802982,7.07584919614593,0.754628903868597,3.72776778666366,38.23325,23.07275,20.91361,0.037,34.2803059215046,3.35183333433546,,7.16925438653626,1.32507,17.3341344557098,73.6855615522342,31.7634400668828,55.6052545451045,0.055,0.11832
61,US18915M1071,NET,Cloudflare Inc,Technology,Software & IT Services,Cloud Computing Services,United States of America,23558000000.0,Large Cap >10B,0.3403141361,41.96296296,98.08785529,0.8816949599,2019-12-31,-0.11223571265958732,,1.58626,1.81572,,,-27.33101,0.189,1.434,,,15.6587626732446,,-3.85403673609034,77.90309,-97.07374,-36.87104,0.271,,,7.05538852196641,8.69612907721359,,-18.7438230824545,-34.5660705216038,,-34.5660705216038,0.49,0.72938
62,US22788C1053,CRWD,CrowdStrike Holdings Inc,Technology,Software & IT Services,IT Services & Consulting (NEC),United States of America,47749000000.0,Large Cap >10B,4.792890788,69.44095477,91.10874956,1.878953829,2020-01-31,-0.08673435051076506,2.37608,0.0,0.0,,,-18.08842,-0.062,0.345,,,,,0.137709804884377,70.58098,-330.4638,-29.4506,0.067,,,17.529713567522,,,-15.4264807888473,-111.49917031701,,-111.49917031701,0.927,0.48298
63,US67066G1040,NVDA,NVIDIA Corp,Technology,Semiconductors & Semiconductor Equipment,Semiconductors (NEC),United States of America,321630000000.0,Large Cap >10B,0.3592606185,-0.2331949084,24.19272125,-0.4998085025,2020-01-26,0.2263101778666034,,11.4987,16.31432,716.923076923077,13.9484978540773,29.96886,-0.204,-0.251,44.1282885085575,37.1941679546625,13.2247444586921,0.860515021459227,2.75974982402719,61.98938,55.59615,25.60909,-0.249,54.4866426369725,-2.20966954599529,12.5814658452482,14.1781132075472,,18.2703303165942,25.9537733221944,22.2915066433186,22.333611807296,-0.068,0.68761
64,US00724F1012,ADBE,Adobe Inc,Technology,Software & IT Services,Application Software,United States of America,219610000000.0,Large Cap >10B,-8.631574755,-0.5074711023,5.150126059,-8.268015676,2020-11-27,-0.008295677382859136,1.47787,16.95355,31.0389,,0.0,40.2549,0.241,0.805,43.8157039499015,42.7591082254126,17.6379659978621,1.0,2.29426449005455,85.35903,38.12931,40.87659,0.286,42.5527929200887,0.546724389754033,17.2268843834572,,,23.3536975207786,44.2125387516388,33.7363101080177,44.2125387516388,0.152,0.10847
65,US00783V1044,ADYEY,Adyen NV,Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) (NEC),Netherlands,63331000000.0,Large Cap >10B,-11.61072409,17.77777778,24.46492271,-9.762931034,2019-12-31,1.0112110763965667,1.38579,2.36468,7.10498,,0.0,10.51362,0.536,0.56,72.1647811458419,39.5631823684582,7.58712753286505,1.0,2.28312827468226,17.85455,55.47097,7.67995,0.485,110.294173118096,1.95404076927794,,8.39954679246334,1.38148,9.13050774266734,28.1292457219666,27.4677282702664,28.1292457219666,0.607,0.24069
66,GB00BZ09BD16,TEAM,Atlassian Corporation PLC,Technology,Software & IT Services,Software (NEC),United Kingdom,57797000000.0,Large Cap >10B,-0.8663950247,9.685839028,23.52626797,-1.171591055,2020-06-30,-0.17584947667774148,0.87578,29.62839,200.54562,,,6.90657,,-0.464,,82.1003546518278,,,1.2058785259891,83.34708,0.28393,-21.72345,-1.222,,,,,,-10.2062919405705,-61.4765601920803,,-61.4765601920803,0.334,-0.0963
67,US79466L3024,CRM,Salesforce.Com Inc,Technology,Software & IT Services,Cloud Computing Services,United States of America,207000000000.0,Large Cap >10B,1.393508945,-4.883191364,16.50224678,1.361614164,2020-01-31,-0.2939964632715925,1.07531,5.55455,9.03645,,0.0,15.19476,0.705,-0.896,60.3633448806774,42.5227684381779,9.17206515381916,1.0,2.37991527037012,75.23102,3.56154,0.77202,-0.176,,-13.1082018313403,4.80456912389021,9.06325301204819,,0.307466545543482,0.533441099211962,0.534915651832806,0.533441099211962,0.287,0.02028
68,US52603A2087,LC,LendingClub Corp,Financials,Banking Services,Consumer Lending (NEC),United States of America,848824730.0,Small Cap 300M-2B,32.96568627,129.3868922,94.44444444,2.746212121,2019-12-31,-0.46353897160544544,,57.32171,189.90821,,,2.8115,,-0.768,54.8067465312622,,1.54089008064115,,-29.1715724062041,75.46872,,-3.05314,-0.458,,,1.24431701095729,1.09576448080669,,-0.90239916446482,-3.47521289847111,,-3.47521289847111,-0.07,
69,US6792951054,OKTA,Okta Inc,Technology,Software & IT Services,Software (NEC),United States of America,33533000000.0,Large Cap >10B,-1.046800382,18.62147928,22.82340668,1.868166444,2020-01-31,-0.29323328266583654,2.92474,47.95476,,,,-22.91137,0.539,0.527,,,,,0.184435210521777,72.80482,-7.21466,-35.64661,0.524,,,,,,-14.2131803566885,-63.5263280327069,,-63.5263280327069,0.468,0.53839
70,US63008G2030,NNDM,Nano Dimension Ltd,Technology,Electronic Equipment & Parts,Electronic Equipment & Parts (NEC),Israel,2845488501.0,Mid Cap 2-10B,59.95343423,373.7931034,500.0,50.98901099,2019-12-31,-0.4106340814397753,2.22689,13.75448,27.09878,,,,-0.078,-0.718,,,,,-2.98973327618371,28.09052,-34.90588,-118.1471,-0.021,,,,,1.42621,-38.7062394291142,-61.4778832707735,,,0.386,0.23751
71,US69608A1088,PLTR,Palantir Technologies Inc,Technology,Software & IT Services,Software (NEC),United States of America,61285000000.0,Large Cap >10B,42.66017843,227.255814,270.3157895,49.38428875,2019-12-31,-0.14098507387561166,,,,,,-72.8272,-0.077,-0.077,,,,,,67.35959,-180.672,-78.06102,-0.078,,,,,,-38.3238291696832,,,,0.247,
72,US8334451098,SNOW,Snowflake Inc.,Technology,Software & IT Services,IT Services & Consulting (NEC),United States of America,77131000000.0,Large Cap >10B,-10.39302746,2.471039567,7.293348561,-3.180525942,2020-01-31,-0.45956625982787125,,,,,,,0.896,0.958,,,,,,55.97436,,-131.64783,0.931,,,,,,-39.2271728658509,,,,,
73,US92921W3007,VUZI,Vuzix Corp,Technology,Electronic Equipment & Parts,Electronic Equipment & Parts (NEC),United States of America,550114040.0,Small Cap 300M-2B,33.29312425,172.8395062,168.8564477,21.69603524,2019-12-31,-0.6050706537577293,7.23947,0.0,0.0,,,,0.183,0.074,,,8.39241621898107,,,,,,0.214,,,2.7469899277036,9.14465744331398,5.07301,,-103.874306963277,,-103.874306963277,-0.176,0.57789
74,US88554D2053,DDD,3D Systems Corp,Technology,"Computers, Phones & Household Electronics",Consumer Document Management,United States of America,4412004370.0,Mid Cap 2-10B,250.1477833,482.6229508,431.2406577,239.1221374,2019-12-31,0.32037225031593236,2.28989,7.26188,11.40814,,,-0.96536,-1.377,0.516,,125.444991771985,1.51468644987871,,0.762768349029782,44.19705,-11.60886,-11.06862,0.322,,,1.97059644887259,1.58298481625957,1.60811,-8.52735582410369,-12.699358853205,,-12.699358853205,-0.085,0.26038
75,US75971T3014,SOL,ReneSola Ltd,Industrials,Construction & Engineering,Electric Power Plant Construction,China,1440342039.0,Small Cap 300M-2B,69.25592805,555.0632911,1235.483871,81.1023622,2019-12-31,-0.3877413564715552,0.94203,30.61264,71.20712,,,11.51121,-0.427,,13.4589768197702,4.37108471328911,1.54929144958323,,,28.73313,0.64584,-9.80561,-0.619,,,,0.048223757390883,,-3.34839693001657,-9.5273690391358,,,0.229,-0.01982
76,US09354A1007,BLNK,Blink Charging Co,Utilities,Electric Utilities & IPPs,Electric Utilities (NEC),United States of America,2043931736.0,Mid Cap 2-10B,22.33634451,515.5666252,413.8253638,15.62573099,2019-12-31,-0.6803269524161031,2.32543,0.0837,0.13451,,,,-0.106,-0.717,,,15.1625547787575,,-23.5872323064548,14.22196,,,-0.098,,,6.58546948024359,,1.83171,,-82.0148529463954,,-82.0148529463954,0.027,0.48474
77,US72919P2020,PLUG,Plug Power Inc,Energy,Renewable Energy,Stationary Fuel Cells,United States of America,31412000000.0,Large Cap >10B,94.60874923,326.5361242,671.3064713,86.28723091,2019-12-31,-0.2969921846390538,2.07798,28.84072,163.74633,,,-16.22358,-0.353,0.01,,,4.47054038299332,,-8.82582789142579,12.14651,-1.23974,-37.12012,-0.28,,,7.11823936206159,3.25489072138083,1.5979,-14.7161884099147,-124.48614184232,,-124.48614184232,0.318,0.21078
78,US7672921050,RIOT,Riot Blockchain Inc,Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) (NEC),United States of America,1045025549.0,Small Cap 300M-2B,29.95566814,478.028169,646.1818182,20.7769276,2019-12-31,-0.44121839906096566,3.74829,0.0,0.0,,,,-0.553,-0.764,,,2.40382635658915,,,9.08293,-69.98361,,-0.646,,,1.07143198798466,3.21043355857832,,,-125.485914285963,,-125.485914285963,-0.129,0.30477
79,US37045V1008,GM,General Motors Co,Consumer Cyclicals,Automobiles & Auto Parts,Auto & Truck Manufacturers (NEC),United States of America,72539000000.0,Large Cap >10B,21.91484243,45.25652049,95.75125531,21.70989433,2019-12-31,0.043574082321066486,0.88325,45.31019,,303.972286374134,32.8977359063972,14.28113,0.114,-0.159,6.96665628091229,,0.994917525518628,0.671022640936028,-17.0409019621246,15.13586,1.2392,4.85802,0.233,6.82839642759195,-0.501863503176968,1.22607191682275,0.383769683102953,0.76078,2.92812972137311,16.3194961067301,7.20354726655235,10.9507513762833,-0.067,-0.04347
80,KYG037AX1015,AMBA,Ambarella Inc,Technology,Semiconductors & Semiconductor Equipment,Semiconductors (NEC),United States of America,3318833411.0,Mid Cap 2-10B,5.63080712,70.07930786,111.8545128,2.766281856,2020-01-31,-0.1918015537068779,,,,,,-16.6212,0.145,0.455,,42.004936830793,6.90367587517269,,1.92138060300275,58.01943,,-19.58274,0.228,,,4.46192463315872,8.55394897382089,,-9.01130537384987,-10.3259597884183,,-10.3259597884183,0.004,0.75432
81,US35952H6018,FCEL,Fuelcell Energy Inc,Energy,Renewable Energy,Renewable Energy Equipment & Services (NEC),United States of America,6693280199.0,Mid Cap 2-10B,90.37138927,861.1111111,802.6086956,85.85496867,2020-10-31,-0.6784303904453534,3.97258,36.53221,75.17934,,,-27.92256,,,,,9.74514374003471,,-15.6111258965388,-10.90009,-2.56087,-125.73126,,,,3.02966037507195,6.26378315531035,3.10718,-20.7954874303371,-68.4003921786263,,-68.4003921786263,,0.33442
82,US8610121027,STM,STMicroelectronics NV,Technology,Semiconductors & Semiconductor Equipment,Semiconductors (NEC),Switzerland,36746000000.0,Large Cap >10B,8.618814573,28.44431446,38.16335325,7.623922414,2020-12-31,0.3303638185445798,2.49263,18.13339,30.81354,656.741554536312,15.2266899070524,22.08631,,,14.4297761959415,50.6500853409642,3.18700507625404,0.847733100929476,2.37556380828831,37.07799,,10.84255,,30.5632631552946,5.31046186025387,3.97833777931157,3.34076367550641,1.88962,8.41881316009422,14.2792589245368,10.8911866075825,12.1050004470725,,0.31528
83,CA0585861085,BLDP,Ballard Power Systems Inc,Energy,Renewable Energy,Stationary Fuel Cells,Canada,9648276021.0,Mid Cap 2-10B,54.14169898,121.8670726,120.6357215,46.84351914,2019-12-31,-0.4400338547629806,3.55766,5.80367,7.8921,,,-18.92464,0.408,0.141,,,14.4384542814564,,-1.69277881001081,21.25048,-20.28344,-36.72633,0.422,,,6.69648821653678,15.6477018028233,3.09114,-11.3778901807788,-14.6566753555792,,-14.6566753555792,0.101,0.48487
84,US92839U2069,VC,Visteon Corp,Consumer Cyclicals,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts (NEC)",United States of America,3548126236.0,Mid Cap 2-10B,2.7815851,44.1918335,68.35710512,1.561504143,2019-12-31,1.3214711631302416,1.68546,16.95288,64.70588,,0.0,7.2326,-0.339,-0.563,11.5282556067606,59.8906937619512,0.833792340998302,1.0,1.67906306642783,11.0017,16.14286,2.78438,-0.511,30.1461526142448,-0.611186372706485,5.05108249148625,0.829147028862479,1.47368,3.83356708742403,15.026455026455,7.66803196132384,15.026455026455,-0.013,0.24086
85,US00848K1016,UAVS,Ageagle Aerial Systems Inc,Industrials,Aerospace & Defense,Commercial Aircraft Manufacturing,United States of America,572877286.0,Small Cap 300M-2B,60.16393443,367.4641148,241.6083916,62.83333333,2019-12-31,-0.8670620271056582,2.16366,0.0,0.0,,,,0.096,-0.326,,,20.5964274278087,,-27.8294028540808,31.89597,,,0.145,,,1.62413830439961,,1.73987,-43.4810051311397,-46.7973242707785,,,,0.12664
86,US62914V1061,NIO,NIO Inc,Consumer Cyclicals,Automobiles & Auto Parts,Electric (Alternative) Vehicles,China,89652000000.0,Large Cap >10B,23.53706112,78.18068146,348.8188976,16.94706606,2019-12-31,-0.17789934328651866,0.5188,58.23591,,,,,0.058,-0.533,,,4.91808356700221,,-36.4648691936386,-15.3206,-21.80964,-144.35515,0.106,,,,3.65483584692269,0.42515,,,,,0.513,-0.31346
87,US0003752047,ABB,Abb Ltd,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Heavy Electrical Equipment (NEC),Switzerland,64146000000.0,Large Cap >10B,5.808533525,21.79116797,12.97856049,5.543633763,2020-12-31,0.035837208682166465,1.24715,14.89729,38.25864,8.62968227665337,,14.57391,,,15.2187166750632,,2.21796131645471,,1.99334179955049,30.28304,6.43973,1.32316,,38.4721228466069,-2.81463997802923,3.61468277783921,2.27227276213853,0.95725,0.791320702784532,2.01294033069734,23.6045138857896,-21.3128353602933,,0.09273
88,US34988V1061,FOSL,Fossil Group Inc,Consumer Cyclicals,Textiles & Apparel,Watches,United States of America,746372232.0,Small Cap 300M-2B,64.58569807,137.3158756,300.5524862,67.24336794,2019-12-28,1.3511977891193325,1.89466,12.77621,40.6922,,,3.66405,-0.561,,4.86180476974575,,0.178138789878938,,-9.86547154407555,49.57533,0.8842,-2.25512,-0.775,69.224577408103,,0.777240314872704,0.175306892869769,1.08584,-3.1454780451142,-9.62064014506746,,-9.62064014506746,-0.127,0.31175
89,US5218652049,LEA,Lear Corp,Consumer Cyclicals,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts (NEC)",United States of America,9051447076.0,Mid Cap 2-10B,-5.080904111,20.93351109,27.74753126,-5.200276677,2020-12-31,1.223237285206145,1.33486,17.53595,50.15277,258.819627097619,38.636946170347,5.50761,,,11.2438941409459,50.0747999028463,0.619270060691678,0.61363053829653,2.19459612976518,6.11892,4.00502,1.37221,,29.7105172204422,-0.772619111475768,2.0689437146614,0.563516001290663,1.05888,1.80762230817681,3.53613100417197,3.26973080915213,2.16987797157709,,0.1288
90,US8676524064,SPWR,SunPower Corp,Energy,Renewable Energy,Photovoltaic Solar Systems & Equipment,United States of America,9190314541.0,Mid Cap 2-10B,118.398706,229.5302013,746.4983443,110.6474259,2019-12-29,0.4089199691584879,1.53709,47.86403,,,0.0,-6.54277,-0.221,-1.026,,,1.05456665335997,1.0,,6.75374,-3.7871,-0.41417,-0.288,,0.338566857930363,,0.412944644207647,1.13832,-0.341292100685811,,1.72007405497882,,0.08,0.22216
91,US98138J2069,WKHS,Workhorse Group Inc,Consumer Cyclicals,Automobiles & Auto Parts,Auto & Truck Manufacturers (NEC),United States of America,4136560668.0,Mid Cap 2-10B,64.13199426,98.72611465,112.5077399,73.50859454,2019-12-31,-0.9315800154504799,0.67,,,,,,-0.304,-0.217,,,,,-19.8843083660222,,,,-0.299,,,,,0.63178,,,,,-0.507,-0.30636
92,US1167941087,BRKR,Bruker Corp,Healthcare,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology (NEC),United States of America,8863428025.0,Mid Cap 2-10B,8.327095808,37.97512218,32.24835679,6.946240532,2019-12-31,0.4450689005938268,2.78237,29.34512,88.68171,776.377952755906,12.8803245436105,18.6336,0.128,0.102,20.7373228759192,69.399948827383,3.86410985944225,0.871196754563895,1.75897925081015,48.02181,19.4125,9.55322,0.12,38.5785649409628,3.98428523133281,8.66488960213248,3.85115410595387,1.88832,8.08146772514847,21.8698014860818,13.806452703799,19.0529000776311,0.093,0.41519
93,US5949603048,MVIS,MicroVision Inc,Technology,Electronic Equipment & Parts,Display Screens,United States of America,1040213991.0,Small Cap 300M-2B,12.42088608,221.4932127,275.9259259,32.06319703,2019-12-31,-0.1100607733259413,0.54213,0.28726,,,,,-0.022,-0.24,,,11.1681324330407,,-30.9332486749668,3.62368,,,-0.027,,,,9.01798784604997,0.52885,,,,,-0.495,
94,NL0009805522,YNDX,Yandex NV,Technology,Software & IT Services,Search Engines,Netherlands,22073000000.0,Large Cap >10B,-7.213746112,6.349745331,8.73112307,-9.974130497,2019-12-31,0.10236063097762194,2.58453,0.53448,0.72309,,0.0,23.60782,0.256,-0.721,20.1907793104733,35.073813061313,4.76660380595046,1.0,2.63888122836874,59.76703,170.88591,6.38516,0.222,66.474949752428,-0.976354356887694,4.48600114822874,5.14998813780125,2.56717,4.07597272494008,6.86253002958817,5.78908620833695,6.86253002958817,0.374,0.25331
95,US92336X1090,VNE,Veoneer Inc,Consumer Cyclicals,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts (NEC)",Sweden,2933832129.0,Mid Cap 2-10B,23.42723005,69.94182288,145.2425373,23.42723005,2020-12-31,-0.05040315039193316,2.11925,15.16608,28.00646,,,-19.22797,,,,,1.431881397815,,-12.3304666050564,12.81865,,-39.62127,,,,1.91846090798143,1.73068317552804,1.89097,-21.6259193003379,-36.7250673854447,,,,0.28715
96,SGXZ25336314,MAXN,Maxeon Solar Technologies Ltd,Energy,Renewable Energy,Photovoltaic Solar Systems & Equipment,Singapore,1359990299.0,Small Cap 300M-2B,44.27860697,134.8178138,1.525381345,43.10891787,2019-12-29,1.065585946558574,,,,,,-6.90269,-0.427,-0.697,,,,,,-0.19269,-5.2713,-14.92964,-0.401,,,,,,-18.2412157139842,-45.9704678436001,,-45.9704678436001,0.313,
97,US6866881021,ORA,Ormat Technologies Inc,Utilities,Electric Utilities & IPPs,Alternative Electric Utilities,United States of America,6374818834.0,Mid Cap 2-10B,25.68534625,62.69948396,89.637277,26.45104121,2019-12-31,-0.5648950187940367,1.10409,38.52525,82.63513,393.527204502814,25.4112038140644,45.91646,0.004,-0.459,14.9271231407328,,6.85400662926047,0.745887961859356,-1.13932491715041,36.10015,2.37164,12.53854,-0.072,43.8675496688742,-0.943058063319056,2.73112893259477,5.11690468658685,0.90935,2.93613591293196,6.49606582267093,5.18913127368373,4.84533729657625,0.037,0.01206
